# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-F" "GFF" "-t" "gene" "-g" "locus_tag" "-a" "reference/styphimurium.gff" "-o" "feature_counts/all_samples_counts.txt" "alignment_bam/acidic_sorted.bam" "alignment_bam/oxidative_sorted.bam" "alignment_bam/starvation_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignment_bam/acidic_sorted.bam	alignment_bam/oxidative_sorted.bam	alignment_bam/starvation_sorted.bam
STM2836	NC_003197.2	2981072	2981443	+	372	355	218	364
STM2837	NC_003197.2	2981625	2982414	+	790	2721	1594	2128
STM2838	NC_003197.2	2982428	2983372	+	945	747	995	665
STM2839	NC_003197.2	2983369	2984898	-	1530	324	409	143
STM2840	NC_003197.2	2985066	2986514	+	1449	745	204	280
STM2841	NC_003197.2	2986500	2987644	+	1145	498	219	169
STM2842	NC_003197.2	2987741	2989997	-	2257	1660	812	263
STM2843	NC_003197.2	2990127	2990684	-	558	141	35	15
STM2844	NC_003197.2	2990873	2991687	-	815	214	70	27
STM2845	NC_003197.2	2991709	2992190	-	482	122	119	14
STM2846	NC_003197.2	2992172	2992596	-	425	224	74	0
STM2847	NC_003197.2	2992579	2993357	-	779	78	96	4
STM2848	NC_003197.2	2993346	2993899	-	554	88	22	32
STM2849	NC_003197.2	2993898	2995607	-	1710	163	27	50
STM2850	NC_003197.2	2995625	2996561	-	937	39	21	10
STM2851	NC_003197.2	2996551	2998390	-	1840	192	63	58
STM2852	NC_003197.2	2998377	2998997	-	621	25	0	10
STM2853	NC_003197.2	2999131	2999606	-	476	46	8	10
STM2854	NC_003197.2	2999794	3000158	+	365	70	69	22
STM2855	NC_003197.2	3000215	3001099	+	885	291	213	102
STM2856	NC_003197.2	3001076	3001362	+	287	39	46	12
STM2857	NC_003197.2	3001351	3002483	+	1133	389	236	349
STM2858	NC_003197.2	3002516	3003490	+	975	1378	447	323
STM2859	NC_003197.2	3003696	3005787	+	2092	1497	588	848
STM2860	NC_003197.2	3005849	3006207	-	359	292	592	110
STM2861	NC_003197.2	3006369	3007292	+	924	1937	91251	16785
STM2862	NC_003197.2	3007281	3008110	+	830	460	19596	3750
STM2863	NC_003197.2	3008100	3008967	+	868	212	7284	2089
STM2864	NC_003197.2	3008951	3009806	+	856	2158	11609	2654
STM2865	NC_003197.2	3009905	3010816	-	912	10440	11884	5794
STM2866	NC_003197.2	3010974	3011735	-	762	7470	2715	220
STM2867	NC_003197.2	3012114	3013008	-	895	14313	2819	411
STM2868	NC_003197.2	3013346	3013804	-	459	8303	1599	110
STM2869	NC_003197.2	3013795	3014479	-	685	8007	1598	48
STM2870	NC_003197.2	3014432	3015046	-	615	12285	1984	403
STM2871	NC_003197.2	3015003	3015761	-	759	2706	2466	133
STM2872	NC_003197.2	3015758	3016069	-	312	1997	2664	192
STM2873	NC_003197.2	3016082	3016331	-	250	1933	5789	226
STM2874	NC_003197.2	3016349	3017527	-	1179	8557	2796	577
STM2875	NC_003197.2	3017838	3018772	+	935	22805	5111	3306
STM2876	NC_003197.2	3019846	3021524	+	1679	13512	1914	367
STM2877	NC_003197.2	3021534	3022024	+	491	6474	668	74
STM2878	NC_003197.2	3022078	3023717	-	1640	53768	21499	1543
STM2879	NC_003197.2	3023696	3024095	-	400	4553	2370	248
STM2880	NC_003197.2	3024115	3024375	-	261	8221	4188	1263
STM2881	NC_003197.2	3024419	3024672	-	254	1570	2233	194
STM2882	NC_003197.2	3024686	3026750	-	2065	12038	26925	3086
STM2883	NC_003197.2	3026762	3027799	-	1038	2893	10905	1155
STM2884	NC_003197.2	3027864	3029098	-	1235	23675	53525	23128
STM2885	NC_003197.2	3029121	3030909	-	1789	9058	34031	7863
STM2886	NC_003197.2	3030905	3031414	-	510	3806	3976	1497
STM2887	NC_003197.2	3031540	3032617	-	1078	1584	551	14
STM2888	NC_003197.2	3032597	3033394	-	798	758	147	9
STM2889	NC_003197.2	3033392	3033656	-	265	173	97	8
STM2890	NC_003197.2	3033678	3034357	-	680	1204	485	18
STM2891	NC_003197.2	3034342	3035261	-	920	1549	1218	95
STM2892	NC_003197.2	3035253	3036271	-	1019	2351	2027	31
STM2893	NC_003197.2	3036263	3036711	-	449	1312	447	19
STM2894	NC_003197.2	3036684	3037979	-	1296	3987	1707	112
STM2895	NC_003197.2	3037976	3038390	-	415	1079	430	18
STM2896	NC_003197.2	3038407	3040471	-	2065	15986	3166	173
STM2897	NC_003197.2	3040489	3041615	-	1127	8074	1403	187
STM2898	NC_003197.2	3041604	3043292	-	1689	12952	3228	179
STM2899	NC_003197.2	3043289	3043939	-	651	12657	1537	492
STM2900	NC_003197.2	3044391	3044839	+	449	16116	2146	766
STM2901	NC_003197.2	3045264	3045719	+	456	9582	1383	2086
STM2902	NC_003197.2	3045704	3046051	+	348	1242	99	60
STM2903	NC_003197.2	3046324	3046656	-	333	776	121	82
STM2904	NC_003197.2	3047331	3047629	+	299	1811	1776	1605
STM2905	NC_003197.2	3047621	3048153	+	533	2527	776	666
STM2906	NC_003197.2	3048226	3048418	-	193	756	96	64
STM2907	NC_003197.2	3048768	3049434	+	667	2103	168	18
STM2908	NC_003197.2	3049606	3050134	-	529	794	64	75
STM2909	NC_003197.2	3050270	3052853	+	2584	4440	3376	785
STM2910	NC_003197.2	3052909	3053296	-	388	73	24	0
STM2911	NC_003197.2	3053286	3054501	-	1216	188	47	132
STM2912	NC_003197.2	3054582	3055514	+	933	377	111	84
STM2913	NC_003197.2	3055556	3057059	-	1504	590	451	597
STM2914	NC_003197.2	3057049	3058006	-	958	63	30	46
STM2915	NC_003197.2	3058039	3058829	-	791	53	11	18
STM2916	NC_003197.2	3058820	3059473	-	654	83	35	25
STM2917	NC_003197.2	3059455	3060728	-	1274	38	11	29
STM2918	NC_003197.2	3060711	3061645	-	935	26	14	34
STM2919	NC_003197.2	3061819	3062595	+	777	2209	786	970
STM2920	NC_003197.2	3062614	3063025	-	412	934	593	424
STM2921	NC_003197.2	3063183	3063782	+	600	19	3	0
STM2922	NC_003197.2	3063774	3065209	+	1436	349	106	41
STM2923	NC_003197.2	3065213	3065456	+	244	59	63	10
STM2924	NC_003197.2	3065501	3066506	-	1006	14842	7928	12467
STM2925	NC_003197.2	3066556	3067808	-	1253	18271	7732	8608
STM2926	NC_003197.2	3067865	3068508	-	644	748	828	323
STM2927	NC_003197.2	3068485	3069256	-	772	720	599	153
STM2928	NC_003197.2	3069227	3070287	-	1061	2245	1183	632
STM2929	NC_003197.2	3070273	3070766	-	494	540	576	22
STM2930	NC_003197.2	3070752	3071474	-	723	1644	480	36
STM2931	NC_003197.2	3071481	3071803	-	323	2269	394	122
STM2932	NC_003197.2	3071983	3072349	-	367	1502	407	432
STM2933	NC_003197.2	3072357	3072975	-	619	576	100	1385
STM2934	NC_003197.2	3072949	3074399	-	1451	544	290	1007
STM2935	NC_003197.2	3074398	3075386	-	989	368	30	1190
STM2936	NC_003197.2	3075546	3076603	+	1058	1933	647	143
STM2937	NC_003197.2	3078251	3078559	-	309	116	64	50
STM2938	NC_003197.2	3078544	3079477	-	934	132	88	31
STM2939	NC_003197.2	3079461	3080122	-	662	25	54	13
STM2940	NC_003197.2	3080093	3080851	-	759	892	321	214
STM2941	NC_003197.2	3080850	3081921	-	1072	322	443	97
STM2942	NC_003197.2	3081922	3082490	-	569	119	196	109
STM2943	NC_003197.2	3082479	3084035	-	1557	312	114	58
STM2944	NC_003197.2	3084047	3086721	-	2675	262	153	110
STM2945	NC_003197.2	3087148	3088108	+	961	2225	2322	1230
STM2946	NC_003197.2	3088196	3088939	-	744	177	57	645
STM2947	NC_003197.2	3089006	3090731	-	1726	325	172	1236
STM2948	NC_003197.2	3090718	3092582	-	1865	288	158	717
STM2949	NC_003197.2	3092941	3093303	+	363	10635	352	97
STM2950	NC_003197.2	3093391	3094196	-	806	788	113	188
STM2951	NC_003197.2	3096564	3097244	-	681	8340	1142	1220
STM2952	NC_003197.2	3097371	3098681	-	1311	104328	57451	4248
STM2953	NC_003197.2	3098752	3100399	-	1648	26925	9172	4899
STM2954	NC_003197.2	3100617	3101417	-	801	3091	633	507
STM2955	NC_003197.2	3102447	3102808	-	362	10253	2718	3940
STM2956	NC_003197.2	3102887	3105310	-	2424	13721	10406	5096
STM2957	NC_003197.2	3105173	3106475	-	1303	4818	2258	1727
STM2958	NC_003197.2	3106516	3109282	+	2767	4840	2763	1117
STM2959	NC_003197.2	3109326	3110474	-	1149	537	293	473
STM2960	NC_003197.2	3110546	3111898	-	1353	305	353	1194
STM2961	NC_003197.2	3111907	3113260	-	1354	103	95	642
STM2962	NC_003197.2	3113244	3114615	-	1372	563	248	1611
STM2963	NC_003197.2	3115083	3115548	-	466	3879	2941	1293
STM2964	NC_003197.2	3115551	3116333	-	783	906	208	81
STM2965	NC_003197.2	3116333	3116674	-	342	952	145	87
STM2966	NC_003197.2	3116703	3117057	-	355	491087	77980	469197
STM2967	NC_003197.2	3117274	3117828	-	555	7915	703	358
STM2968	NC_003197.2	3117868	3118736	+	869	8279	2350	1300
STM2969	NC_003197.2	3118838	3120213	+	1376	7901	10004	6583
STM2970	NC_003197.2	3120766	3122067	+	1302	21021	7595	3393
STM2971	NC_003197.2	3122115	3123493	+	1379	3029	2508	719
STM2972	NC_003197.2	3123584	3124419	+	836	1843	736	161
STM2973	NC_003197.2	3124511	3125672	-	1162	319	165	44
STM2974	NC_003197.2	3125676	3126333	-	658	117	26	46
STM2976	NC_003197.2	3128214	3130001	+	1788	146	90	74
STM2977	NC_003197.2	3130090	3131520	+	1431	187	70	55
STM2978	NC_003197.2	3131509	3131944	+	436	94	61	8
STM2979	NC_003197.2	3131988	3132712	+	725	2438	464	97
STM2980	NC_003197.2	3132771	3133884	-	1114	8592	3538	1194
STM2981	NC_003197.2	3133864	3134271	-	408	1107	249	98
STM2982	NC_003197.2	3134278	3135307	-	1030	2961	834	505
STM2983	NC_003197.2	3135542	3135781	-	240	7386	5242	94404
STM2984	NC_003197.2	3135952	3137167	+	1216	2173	724	396
STM2985	NC_003197.2	3137147	3137610	+	464	1482	398	176
STM2986	NC_003197.2	3137905	3138797	+	893	866	52	6
STM2987	NC_003197.2	3138849	3139663	-	815	5187	837	337
STM2988	NC_003197.2	3139765	3140878	-	1114	14705	2475	870
STM2989	NC_003197.2	3141070	3141143	+	74	177	4	10
STM2990	NC_003197.2	3141176	3141249	+	74	446	21	4
STM2991	NC_003197.2	3141362	3142622	-	1261	8182	1288	264
STM2992	NC_003197.2	3142836	3144179	+	1344	1068	486	612
STM2993	NC_003197.2	3144282	3146128	-	1847	933	1355	191
STM2994	NC_003197.2	3146114	3149659	-	3546	5072	4622	1100
STM2995	NC_003197.2	3149652	3152551	-	2900	5816	2496	889
STM2996	NC_003197.2	3152718	3156100	-	3383	3663	2493	846
STM2997	NC_003197.2	3156105	3156436	-	332	50	18	2
STM2998	NC_003197.2	3156410	3156831	-	422	61	30	12
STM2999	NC_003197.2	3156814	3157388	-	575	84	44	59
STM3000	NC_003197.2	3157368	3157838	-	471	43	0	10
STM3001	NC_003197.2	3158023	3158825	-	803	5017	2167	413
STM3002	NC_003197.2	3158824	3159709	-	886	3220	1236	278
STM3003	NC_003197.2	3159915	3162181	-	2267	6420	7208	2101
STM3004	NC_003197.2	3162174	3162715	-	542	5355	3988	2530
STM3005	NC_003197.2	3163375	3164082	+	708	6176	1046	1001
STM3006	NC_003197.2	3164250	3164977	+	728	8099	1565	517
STM3007	NC_003197.2	3165135	3165365	+	231	1171	1762	7241
STM3008	NC_003197.2	3165544	3166596	+	1053	2180	2523	309
STM3009	NC_003197.2	3166683	3167898	-	1216	1593	1587	202
STM3010	NC_003197.2	3167878	3170049	-	2172	3777	2223	353
STM3011	NC_003197.2	3170619	3171658	+	1040	3067	2305	1855
STM3012	NC_003197.2	3171660	3172691	+	1032	1637	1226	963
STM3013	NC_003197.2	3172701	3173975	-	1275	215	208	66
STM3014	NC_003197.2	3174070	3175016	+	947	1225	717	266
STM3015	NC_003197.2	3174988	3175707	-	720	1072	1357	713
STM3016	NC_003197.2	3175808	3177396	-	1589	679	90	161
STM3017	NC_003197.2	3177580	3178352	-	773	295	136	155
STM3018	NC_003197.2	3178398	3179243	-	846	226	88	95
STM3019	NC_003197.2	3179664	3180851	-	1188	470	181	3054
STM3020	NC_003197.2	3180965	3181833	-	869	1590	507	279
STM3021	NC_003197.2	3181899	3182387	+	489	2332	301	246
STM3022	NC_003197.2	3182529	3183758	+	1230	12248	764	170
STM3023	NC_003197.2	3183789	3184072	-	284	1597	326	372
STM3024	NC_003197.2	3184170	3185049	+	880	1462	317	225
STM3025	NC_003197.2	3185259	3186024	-	766	491	145	103
STM3026	NC_003197.2	3186660	3187743	-	1084	175	73	11
STM3027	NC_003197.2	3187733	3188483	-	751	383	31	5
STM3028	NC_003197.2	3188517	3191023	-	2507	196	104	35
STM3029	NC_003197.2	3191126	3191849	-	724	91	50	22
STM3030	NC_003197.2	3192429	3193077	-	649	4659	605	424
STM3031	NC_003197.2	3193108	3193651	-	544	331	43	67
STM3032	NC_003197.2	3194324	3194788	-	465	187	59	8
STM3033	NC_003197.2	3195162	3195568	-	407	8102	2215	1998
STM3034	NC_003197.2	3195560	3195794	-	235	3686	2869	6163
STM3035	NC_003197.2	3195957	3196215	+	259	201	67	16
STM3036	NC_003197.2	3196483	3197296	+	814	1476	198	267
STM3037	NC_003197.2	3197431	3197501	-	71	2060	55	57
STM3038	NC_003197.2	3197581	3198339	-	759	1965	459	396
STM3039	NC_003197.2	3198593	3199149	+	557	6288	867	599
STM3040	NC_003197.2	3199225	3200753	-	1529	28079	18441	939
STM3041	NC_003197.2	3200752	3201633	-	882	10231	2813	352
STM3042	NC_003197.2	3201955	3203704	-	1750	2190	2693	1091
STM3043	NC_003197.2	3203694	3204423	-	730	1340	1409	405
STM3044	NC_003197.2	3204431	3205339	-	909	2499	1053	531
STM3045	NC_003197.2	3205420	3205961	+	542	4038	1190	426
STM3046	NC_003197.2	3206014	3206441	-	428	4345	1664	519
STM3047	NC_003197.2	3206408	3206684	-	277	2953	1897	1306
STM3048	NC_003197.2	3206911	3207904	+	994	3252	2696	1176
STM3049	NC_003197.2	3208020	3208691	-	672	2655	6994	3859
STM3050	NC_003197.2	3208843	3209169	-	327	3076	2823	1493
STM3051	NC_003197.2	3209313	3210746	+	1434	4043	2105	930
STM3052	NC_003197.2	3210794	3211694	-	901	256	18	74
STM3053	NC_003197.2	3212143	3215031	-	2889	2549	1966	2547
STM3054	NC_003197.2	3215179	3215582	-	404	3219	748	1160
STM3055	NC_003197.2	3215594	3216838	-	1245	2895	684	809
STM3056	NC_003197.2	3217143	3218357	-	1215	2405	1225	581
STM3057	NC_003197.2	3218471	3219663	-	1193	1841	1878	1260
STM3058	NC_003197.2	3219646	3220976	-	1331	2563	2238	1456
STM3059	NC_003197.2	3220988	3221572	-	585	1819	626	655
STM3060	NC_003197.2	3221721	3222062	+	342	30552	3874	3897
STM3061	NC_003197.2	3222342	3222904	+	563	5906	872	264
STM3062	NC_003197.2	3223285	3224530	-	1246	4617	4880	1810
STM3063	NC_003197.2	3224783	3225457	-	675	12729	3432	1045
STM3064	NC_003197.2	3225578	3226489	+	912	980	639	237
STM3065	NC_003197.2	3226755	3227512	-	758	3486	1289	1138
STM3066	NC_003197.2	3227595	3228243	-	649	125	83	80
STM3067	NC_003197.2	3228430	3229302	-	873	3948	1975	1073
STM3068	NC_003197.2	3229517	3230610	-	1094	53219	48895	3481
STM3069	NC_003197.2	3230698	3231872	-	1175	10319	18024	2501
STM3070	NC_003197.2	3231883	3233099	-	1217	10098	2821	787
STM3071	NC_003197.2	3233298	3233728	+	431	107	28	63
STM3072	NC_003197.2	3233748	3234332	+	585	51	63	24
STM3073	NC_003197.2	3234333	3235040	+	708	57	14	4
STM3074	NC_003197.2	3235022	3235705	+	684	196	125	132
STM3075	NC_003197.2	3235693	3236355	+	663	150	82	100
STM3076	NC_003197.2	3236399	3238401	-	2003	23802	20183	2777
STM3077	NC_003197.2	3238653	3239424	+	772	4760	1358	1178
STM3078	NC_003197.2	3239525	3240457	-	933	26087	9809	1184
STM3079	NC_003197.2	3240650	3241606	-	957	715	194	150
STM3080	NC_003197.2	3241820	3242299	-	480	63	24	3
STM3081	NC_003197.2	3242332	3243343	-	1012	550	189	62
STM3082	NC_003197.2	3243353	3244380	-	1028	554	165	94
STM3083	NC_003197.2	3244372	3245852	-	1481	196	80	81
STM3084	NC_003197.2	3247104	3247910	-	807	8687	5292	2694
STM3085	NC_003197.2	3248058	3248795	-	738	391	152	110
STM3086	NC_003197.2	3248933	3251005	-	2073	7160	4559	2064
STM3087	NC_003197.2	3250918	3251049	-	132	1261	72	2
STM3088	NC_003197.2	3251170	3251347	+	178	4298	249	15
STM3089	NC_003197.2	3251344	3251654	-	311	23	6	11
STM3090	NC_003197.2	3251684	3252853	+	1170	30336	2977	1414
STM3091	NC_003197.2	3253334	3254740	+	1407	998	1564	1425
STM3092	NC_003197.2	3254819	3255316	+	498	1801	272	91
STM3093	NC_003197.2	3255348	3256118	+	771	1369	289	28
STM3094	NC_003197.2	3256128	3256926	+	799	4591	1208	1184
STM3095	NC_003197.2	3256934	3257893	+	960	2001	1645	394
STM3096	NC_003197.2	3258095	3258672	+	578	931	287	152
STM3097	NC_003197.2	3258658	3259088	+	431	221	112	2
STM3098	NC_003197.2	3259135	3259824	-	690	3205	225	80
STM3099	NC_003197.2	3259953	3260945	-	993	257	46	30
STM3100	NC_003197.2	3260944	3261655	+	712	1746	359	151
STM3101	NC_003197.2	3261664	3262240	+	577	1216	700	94
STM3102	NC_003197.2	3262225	3262527	+	303	389	121	55
STM3103	NC_003197.2	3262525	3263128	+	604	1762	982	377
STM3104	NC_003197.2	3263105	3264257	+	1153	2472	984	91
STM3105	NC_003197.2	3264348	3265374	-	1027	942	237	256
STM3106	NC_003197.2	3265488	3266704	-	1217	1403	411	2169
STM3107	NC_003197.2	3266723	3267453	-	731	4768	1288	454
STM3108	NC_003197.2	3267492	3267830	-	339	19015	4084	2199
STM3109	NC_003197.2	3267818	3268554	-	737	13493	1074	1254
STM3110	NC_003197.2	3268692	3269744	+	1053	3290	913	419
STM3111	NC_003197.2	3269761	3270047	+	287	10178	3250	1074
STM3112	NC_003197.2	3270160	3271245	+	1086	4390	972	217
STM3113	NC_003197.2	3271265	3272718	+	1454	2278	2489	541
STM3114	NC_003197.2	3272780	3275026	-	2247	1209	699	169
STM3115	NC_003197.2	3275329	3276047	+	719	746	280	108
STM3116	NC_003197.2	3276153	3276225	+	73	9240	181	51
STM3117	NC_003197.2	3276387	3276826	-	440	4121	237	129
STM3118	NC_003197.2	3276832	3278170	-	1339	536	435	140
STM3119	NC_003197.2	3278182	3278716	-	535	425	216	38
STM3120	NC_003197.2	3278733	3279583	-	851	944	1121	351
STM3121	NC_003197.2	3279662	3280545	+	884	2085	1026	520
STM3122	NC_003197.2	3280593	3282338	-	1746	1854	432	777
STM3123	NC_003197.2	3282401	3283592	-	1192	326	97	159
STM3124	NC_003197.2	3284090	3284780	+	691	562	79	1341
STM3125	NC_003197.2	3284884	3285445	-	562	729	88	175
STM3126	NC_003197.2	3285419	3286924	-	1506	734	213	255
STM3127	NC_003197.2	3287127	3287509	-	383	443	209	55
STM3128	NC_003197.2	3287516	3288828	-	1313	1222	74	179
STM3129	NC_003197.2	3288967	3290463	+	1497	1624	331	253
STM3130	NC_003197.2	3290599	3290989	-	391	288	49	54
STM3131	NC_003197.2	3290979	3291471	-	493	170	32	30
STM3132	NC_003197.2	3292190	3293120	-	931	594	81	709
STM3133	NC_003197.2	3293152	3294035	-	884	156	28	386
STM3134	NC_003197.2	3294426	3295741	-	1316	707	675	2154
STM3135	NC_003197.2	3296082	3297319	+	1238	1354	2524	3857
STM3136	NC_003197.2	3297418	3298902	+	1485	318	382	279
STM3137	NC_003197.2	3298901	3300326	+	1426	2845	1038	1074
STM3138	NC_003197.2	3300626	3301691	-	1066	18102	6550	9355
STM3139	NC_003197.2	3302354	3304221	-	1868	2653	4804	934
STM3140	NC_003197.2	3304428	3305303	+	876	2791	3036	1455
STM3141	NC_003197.2	3305371	3306087	-	717	404	167	175
STM3142	NC_003197.2	3306081	3307138	-	1058	250	32	89
STM3143	NC_003197.2	3307209	3307470	-	262	360	197	40
STM3144	NC_003197.2	3307485	3307840	-	356	494	67	27
STM3145	NC_003197.2	3307819	3308320	-	502	131	136	68
STM3146	NC_003197.2	3308300	3308805	-	506	553	170	105
STM3147	NC_003197.2	3308794	3310511	-	1718	2724	1233	843
STM3148	NC_003197.2	3310494	3311684	-	1191	659	202	87
STM3149	NC_003197.2	3311662	3312663	-	1002	259	137	101
STM3150	NC_003197.2	3312651	3313785	-	1135	1883	378	113
STM3151	NC_003197.2	3313959	3314257	-	299	637	163	54
STM3152	NC_003197.2	3314331	3315981	-	1651	8157	3823	553
STM3153	NC_003197.2	3316281	3316784	-	504	10255	1325	368
STM3154	NC_003197.2	3317055	3317570	-	516	14972	7214	7227
STM3155	NC_003197.2	3317656	3318072	+	417	4932	800	301
STM3156	NC_003197.2	3318053	3318463	+	411	3138	959	400
STM3157	NC_003197.2	3318573	3319471	+	899	2451	926	1132
STM3158	NC_003197.2	3319584	3320023	-	440	6003	4321	1622
STM3159	NC_003197.2	3320016	3320763	-	748	7911	6147	3723
STM3160	NC_003197.2	3320743	3320892	-	150	36	14	32
STM3161	NC_003197.2	3320989	3322189	+	1201	1556	745	759
STM3162	NC_003197.2	3322318	3322988	+	671	1988	796	380
STM3163	NC_003197.2	3323052	3323983	-	932	2352	666	495
STM3164	NC_003197.2	3324131	3325307	+	1177	2475	4754	481
STM3165	NC_003197.2	3325401	3326240	+	840	1505	3151	2141
STM3166	NC_003197.2	3326406	3327890	+	1485	203	113	54
STM3167	NC_003197.2	3327929	3328390	+	462	4387	1467	546
STM3168	NC_003197.2	3328945	3331127	-	2183	4342	425	223
STM3169	NC_003197.2	3331597	3332587	+	991	146	92	345
STM3170	NC_003197.2	3332622	3333111	+	490	145	8	17
STM3171	NC_003197.2	3333116	3334429	+	1314	1427	428	289
STM3172	NC_003197.2	3334474	3335897	-	1424	3593	1158	335
STM3173	NC_003197.2	3335960	3336706	-	747	6411	1139	533
STM3174	NC_003197.2	3336954	3339227	-	2274	11204	3722	1366
STM3175	NC_003197.2	3339323	3340196	-	874	4392	1902	547
STM3176	NC_003197.2	3340261	3340668	-	408	5040	5085	1178
STM3177	NC_003197.2	3340793	3341464	+	672	877	261	181
STM3178	NC_003197.2	3341450	3342810	+	1361	1190	514	210
STM3179	NC_003197.2	3342906	3343498	+	593	1626	623	182
STM3180	NC_003197.2	3343518	3343844	+	327	5642	3861	584
STM3181	NC_003197.2	3343969	3345861	-	1893	3942	2908	1265
STM3182	NC_003197.2	3345889	3346480	-	592	1340	519	128
STM3183	NC_003197.2	3346470	3347308	-	839	4635	2225	3612
STM3184	NC_003197.2	3347322	3347753	-	432	601	273	126
STM3185	NC_003197.2	3347741	3348385	-	645	846	633	278
STM3186	NC_003197.2	3348574	3350049	+	1476	25568	17965	9746
STM3187	NC_003197.2	3350249	3350933	+	685	5987	3289	4968
STM3188	NC_003197.2	3350926	3352102	+	1177	4085	2589	1845
STM3189	NC_003197.2	3352164	3353007	-	844	2075	441	260
STM3190	NC_003197.2	3353081	3353866	+	786	1829	910	795
STM3191	NC_003197.2	3354502	3355474	+	973	89	40	32
STM3192	NC_003197.2	3355510	3356304	+	795	220	90	84
STM3193	NC_003197.2	3356317	3356995	+	679	171	163	98
STM3194	NC_003197.2	3357004	3357687	+	684	470	75	101
STM3195	NC_003197.2	3357858	3358525	-	668	4698	488	1320
STM3196	NC_003197.2	3358881	3359247	+	367	30459	4488	4201
STM3197	NC_003197.2	3359321	3359539	-	219	762	14459	4596
STM3198	NC_003197.2	3359775	3360408	+	634	731	73	110
STM3199	NC_003197.2	3360413	3362106	+	1694	1882	422	449
STM3200	NC_003197.2	3362566	3364011	-	1446	5316	3142	1092
STM3201	NC_003197.2	3364047	3366905	-	2859	1607	2853	1008
STM3202	NC_003197.2	3367008	3368315	-	1308	2341	1485	459
STM3203	NC_003197.2	3368551	3369165	+	615	2543	656	172
STM3204	NC_003197.2	3369216	3370469	+	1254	2217	1345	1076
STM3205	NC_003197.2	3370574	3371408	-	835	2268	808	278
STM3206	NC_003197.2	3371493	3371861	-	369	2310	396	109
STM3207	NC_003197.2	3371947	3372570	+	624	5953	2566	4643
STM3208	NC_003197.2	3372821	3373849	-	1029	4333	2078	998
STM3209	NC_003197.2	3373960	3374277	+	318	687365	36400	3844
STM3210	NC_003197.2	3374504	3376258	+	1755	24432	2172	1184
STM3211	NC_003197.2	3376224	3378255	+	2032	49067	22828	7042
STM3212	NC_003197.2	3378379	3378896	-	518	801	394	937
STM3213	NC_003197.2	3379011	3379083	+	73	53	2	10
STM3214	NC_003197.2	3379166	3379943	-	778	2310	826	656
STM3215	NC_003197.2	3380156	3380812	+	657	2664	1287	468
STM3216	NC_003197.2	3380809	3382380	-	1572	49704	18767	5925
STM3217	NC_003197.2	3382762	3384294	-	1533	3962	925	7586
STM3218	NC_003197.2	3384796	3386091	+	1296	473	178	1102
STM3219	NC_003197.2	3386250	3388280	+	2031	898	415	1353
STM3220	NC_003197.2	3388361	3389508	-	1148	6162	938	236
STM3221	NC_003197.2	3389572	3390080	+	509	2895	716	766
STM3222	NC_003197.2	3390213	3390924	+	712	466	111	44
STM3223	NC_003197.2	3390994	3392011	+	1018	844	774	954
STM3224	NC_003197.2	3392272	3393252	+	981	1774	639	812
STM3225	NC_003197.2	3393495	3394751	+	1257	6926	4006	18713
STM3226	NC_003197.2	3395189	3395863	+	675	8304	1464	805
STM3227	NC_003197.2	3395854	3396250	+	397	3774	596	299
STM3228	NC_003197.2	3396379	3396763	+	385	9892	2950	33521
STM3229	NC_003197.2	3396793	3397110	+	318	3189	3355	8341
STM3230	NC_003197.2	3397113	3397511	+	399	1325	536	1765
STM3231	NC_003197.2	3397491	3397807	+	317	2442	1062	1807
STM3232	NC_003197.2	3397952	3398437	+	486	153	12	16
STM3233	NC_003197.2	3398493	3399491	+	999	1083	522	1674
STM3234	NC_003197.2	3399606	3399980	+	375	2939	1275	976
STM3235	NC_003197.2	3400019	3400924	-	906	1360	732	335
